Loyalty#,Behavioral_Month_Cluster_Name
757387,"Avr|Dec Companion
(Less travel on dec)"
786391,"Avr|May Companion
(Less travel on may)"
837273,"Winter Traveler
(December with someone)"
841204,"Avr|Mar Companion
(Less travel on mar)"
844348,"Avr|Feb Companion
(Less travel on feb)"
261964,"Avr|Nov Companion
(Less travel on nov)"
712114,"Winter Traveler
(December with someone)"
323593,No Traveler
790341,"Avr|Point Acumulator
(No companions)"
910576,"Avr|Point Acumulator
(No companions)"
132756,"Holiday traveler
(summer companions, winter alone)"
246800,"Avr|May Companion
(Less travel on may)"
298156,No Traveler
375722,"Avr|Jan Companion
(Less travel on jan)"
411715,No Traveler
532848,No Traveler
816122,"Few Trips a Year
(Traveling rarely)"
894691,No Traveler
976695,"Avr|Dec Companion
(Less travel on dec)"
991230,"Avr|Mar Companion
(Less travel on mar)"
383842,"Few Trips a Year
(Traveling rarely)"
459948,"Avr|Oct Companion
(Less travel on oct)"
664054,"Moderate travelers
(Current average)"
264409,No Traveler
248487,"Avr|Point Acumulator
(No companions)"
507486,"Avr|Jun Companion
(Less travel on jun)"
385638,"Holiday traveler
(summer companions, winter alone)"
662166,"Avr|Point Acumulator
(No companions)"
299573,"Avr|Feb Companion
(Less travel on feb)"
839422,"Moderate travelers
(Current average)"
250609,No Traveler
131673,"Avr|Jan Companion
(Less travel on jan)"
728316,"Holiday traveler
(summer companions, winter alone)"
530436,"Avr|Dec Companion
(Less travel on dec)"
653340,"Avr|May Companion
(Less travel on may)"
271641,"Few Trips a Year
(Traveling rarely)"
745636,"Few Trips a Year
(Traveling rarely)"
852597,"Avr|Point Acumulator
(No companions)"
724033,"Avr|Mar Companion
(Less travel on mar)"
130548,"Avr|May Companion
(Less travel on may)"
198813,"Avr|Oct Companion
(Less travel on oct)"
270011,"Moderate travelers
(Current average)"
344990,"Avr|Jan Companion
(Less travel on jan)"
369121,"Avr|Point Acumulator
(No companions)"
591758,"Avr|Point Acumulator
(No companions)"
628320,"Avr|May Companion
(Less travel on may)"
741725,"Few Trips a Year
(Traveling rarely)"
562655,"Avr|Jun Companion
(Less travel on jun)"
164973,"Avr|Jan Companion
(Less travel on jan)"
394363,No Traveler
577195,No Traveler
317060,"Avr|Feb Companion
(Less travel on feb)"
511302,"Moderate travelers
(Current average)"
682654,"Avr|Jun Companion
(Less travel on jun)"
365635,"Avr|Nov Companion
(Less travel on nov)"
616739,"Few Trips a Year
(Traveling rarely)"
835760,"Avr|Point Acumulator
(No companions)"
777990,"Avr|Jan Companion
(Less travel on jan)"
867833,"Avr|May Companion
(Less travel on may)"
245419,"Avr|Oct Companion
(Less travel on oct)"
731819,"Avr|Oct Companion
(Less travel on oct)"
296626,"Avr|Dec Companion
(Less travel on dec)"
553954,"Moderate travelers
(Current average)"
108381,"Avr|Point Acumulator
(No companions)"
176284,"Avr|Feb Companion
(Less travel on feb)"
510505,"Avr|Nov Companion
(Less travel on nov)"
639258,No Traveler
446135,No Traveler
557138,"Few Trips a Year
(Traveling rarely)"
664666,"Avr|Mar Companion
(Less travel on mar)"
675243,"Moderate travelers
(Current average)"
825333,"Holiday traveler
(summer companions, winter alone)"
685208,"Avr|Mar Companion
(Less travel on mar)"
787571,"Few Trips a Year
(Traveling rarely)"
339941,"Moderate travelers
(Current average)"
539370,"Avr|Dec Companion
(Less travel on dec)"
547213,"Avr|Point Acumulator
(No companions)"
722538,"Avr|Jan Companion
(Less travel on jan)"
535436,"Holiday traveler
(summer companions, winter alone)"
885739,"Avr|Mar Companion
(Less travel on mar)"
297379,"Avr|Nov Companion
(Less travel on nov)"
921899,"Avr|Dec Companion
(Less travel on dec)"
511541,"Avr|Mar Companion
(Less travel on mar)"
122685,"Avr|Jan Companion
(Less travel on jan)"
401760,"Avr|Jun Companion
(Less travel on jun)"
247514,"Avr|Feb Companion
(Less travel on feb)"
992028,"Avr|Nov Companion
(Less travel on nov)"
782078,No Traveler
710005,"Avr|Jun Companion
(Less travel on jun)"
546163,No Traveler
838283,"Avr|Nov Companion
(Less travel on nov)"
281737,"Holiday traveler
(summer companions, winter alone)"
344669,No Traveler
128325,"Avr|Jun Companion
(Less travel on jun)"
146400,"Holiday traveler
(summer companions, winter alone)"
855394,"Few Trips a Year
(Traveling rarely)"
573964,"Avr|Feb Companion
(Less travel on feb)"
369739,"Avr|Dec Companion
(Less travel on dec)"
667262,"Avr|May Companion
(Less travel on may)"
758656,"Few Trips a Year
(Traveling rarely)"
286927,"Avr|Nov Companion
(Less travel on nov)"
552278,"Avr|Nov Companion
(Less travel on nov)"
632130,"Avr|Dec Companion
(Less travel on dec)"
789624,"Avr|Dec Companion
(Less travel on dec)"
706497,"Avr|Point Acumulator
(No companions)"
963487,"Moderate travelers
(Current average)"
343247,No Traveler
657748,"Avr|May Companion
(Less travel on may)"
186295,"Avr|Feb Companion
(Less travel on feb)"
112733,"Avr|Point Acumulator
(No companions)"
781647,"Avr|May Companion
(Less travel on may)"
157771,"Few Trips a Year
(Traveling rarely)"
103860,"Avr|Dec Companion
(Less travel on dec)"
538341,"Avr|Oct Companion
(Less travel on oct)"
672255,No Traveler
991529,"Avr|Point Acumulator
(No companions)"
363178,"Few Trips a Year
(Traveling rarely)"
529471,"Avr|May Companion
(Less travel on may)"
549404,"Few Trips a Year
(Traveling rarely)"
874984,"Avr|Jan Companion
(Less travel on jan)"
170079,"Avr|May Companion
(Less travel on may)"
467401,"Holiday traveler
(summer companions, winter alone)"
803656,"Winter Traveler
(December with someone)"
495148,"Avr|Jan Companion
(Less travel on jan)"
965254,No Traveler
286551,"Avr|Feb Companion
(Less travel on feb)"
123908,"Avr|Oct Companion
(Less travel on oct)"
289472,"Winter Traveler
(December with someone)"
692628,"Avr|Jan Companion
(Less travel on jan)"
803956,"Avr|Feb Companion
(Less travel on feb)"
608850,"Avr|Dec Companion
(Less travel on dec)"
788091,"Avr|Nov Companion
(Less travel on nov)"
110030,"Few Trips a Year
(Traveling rarely)"
307136,"Avr|Jun Companion
(Less travel on jun)"
277025,"Few Trips a Year
(Traveling rarely)"
484894,"Avr|Dec Companion
(Less travel on dec)"
252476,"Avr|Point Acumulator
(No companions)"
512071,"Avr|Nov Companion
(Less travel on nov)"
789004,"Avr|Point Acumulator
(No companions)"
948325,"Avr|Mar Companion
(Less travel on mar)"
210416,"Avr|Jun Companion
(Less travel on jun)"
349153,"Avr|Nov Companion
(Less travel on nov)"
328213,"Avr|Jan Companion
(Less travel on jan)"
554104,"Holiday traveler
(summer companions, winter alone)"
260622,"Avr|Feb Companion
(Less travel on feb)"
692671,"Moderate travelers
(Current average)"
725807,"Avr|Dec Companion
(Less travel on dec)"
308991,"Avr|Point Acumulator
(No companions)"
330365,"Moderate travelers
(Current average)"
873488,"Avr|Oct Companion
(Less travel on oct)"
278898,"Moderate travelers
(Current average)"
597209,"Avr|Oct Companion
(Less travel on oct)"
560104,"Avr|Jan Companion
(Less travel on jan)"
941064,"Avr|Nov Companion
(Less travel on nov)"
347466,"Avr|Jun Companion
(Less travel on jun)"
448654,"Avr|May Companion
(Less travel on may)"
423432,"Avr|Nov Companion
(Less travel on nov)"
395168,"Few Trips a Year
(Traveling rarely)"
464799,"Avr|May Companion
(Less travel on may)"
600309,"Winter Traveler
(December with someone)"
810338,"Avr|Jan Companion
(Less travel on jan)"
153582,No Traveler
349001,"Avr|Oct Companion
(Less travel on oct)"
748649,"Avr|Feb Companion
(Less travel on feb)"
815248,No Traveler
963814,"Avr|Mar Companion
(Less travel on mar)"
999498,"Avr|Jun Companion
(Less travel on jun)"
870857,"Moderate travelers
(Current average)"
640588,"Avr|Feb Companion
(Less travel on feb)"
310853,"Avr|Mar Companion
(Less travel on mar)"
579710,"Avr|Jun Companion
(Less travel on jun)"
426533,"Avr|Dec Companion
(Less travel on dec)"
309277,"Avr|Jan Companion
(Less travel on jan)"
850092,"Avr|May Companion
(Less travel on may)"
611046,No Traveler
921191,No Traveler
218277,"Avr|Point Acumulator
(No companions)"
232703,"Avr|Dec Companion
(Less travel on dec)"
559261,"Few Trips a Year
(Traveling rarely)"
987425,"Avr|Nov Companion
(Less travel on nov)"
553453,"Moderate travelers
(Current average)"
738467,"Moderate travelers
(Current average)"
862096,"Avr|Point Acumulator
(No companions)"
420738,"Moderate travelers
(Current average)"
106978,"Avr|Nov Companion
(Less travel on nov)"
985183,"Avr|Mar Companion
(Less travel on mar)"
224740,"Avr|Jan Companion
(Less travel on jan)"
440885,"Avr|Oct Companion
(Less travel on oct)"
590246,"Moderate travelers
(Current average)"
519984,"Avr|Point Acumulator
(No companions)"
716197,"Holiday traveler
(summer companions, winter alone)"
413815,"Avr|Oct Companion
(Less travel on oct)"
499658,"Avr|Nov Companion
(Less travel on nov)"
213723,"Avr|Oct Companion
(Less travel on oct)"
232203,"Holiday traveler
(summer companions, winter alone)"
663746,No Traveler
986143,"Avr|Jun Companion
(Less travel on jun)"
764302,No Traveler
161574,"Avr|Jun Companion
(Less travel on jun)"
494899,"Avr|Point Acumulator
(No companions)"
371402,"Few Trips a Year
(Traveling rarely)"
628669,"Avr|Dec Companion
(Less travel on dec)"
979639,"Avr|Nov Companion
(Less travel on nov)"
220616,"Avr|Dec Companion
(Less travel on dec)"
840038,"Moderate travelers
(Current average)"
986288,"Moderate travelers
(Current average)"
638162,"Avr|Nov Companion
(Less travel on nov)"
642976,"Winter Traveler
(December with someone)"
208649,"Avr|Oct Companion
(Less travel on oct)"
623861,"Avr|May Companion
(Less travel on may)"
977037,No Traveler
216269,"Avr|May Companion
(Less travel on may)"
817158,"Avr|Jun Companion
(Less travel on jun)"
937645,"Avr|Point Acumulator
(No companions)"
721225,"Avr|Jan Companion
(Less travel on jan)"
723978,"Avr|Feb Companion
(Less travel on feb)"
742493,"Avr|Oct Companion
(Less travel on oct)"
298232,"Moderate travelers
(Current average)"
348065,"Avr|Jun Companion
(Less travel on jun)"
967017,"Avr|Point Acumulator
(No companions)"
347276,No Traveler
456887,"Avr|Dec Companion
(Less travel on dec)"
506372,No Traveler
506749,No Traveler
527773,"Avr|Jun Companion
(Less travel on jun)"
605127,"Avr|Dec Companion
(Less travel on dec)"
728837,"Moderate travelers
(Current average)"
877251,"Avr|Point Acumulator
(No companions)"
820542,"Avr|Mar Companion
(Less travel on mar)"
247247,"Few Trips a Year
(Traveling rarely)"
434136,"Avr|Feb Companion
(Less travel on feb)"
781970,"Avr|Point Acumulator
(No companions)"
737474,"Moderate travelers
(Current average)"
540966,"Avr|Point Acumulator
(No companions)"
470334,"Avr|Point Acumulator
(No companions)"
420434,"Avr|May Companion
(Less travel on may)"
515579,No Traveler
523722,"Avr|Feb Companion
(Less travel on feb)"
617960,"Avr|Nov Companion
(Less travel on nov)"
911372,"Moderate travelers
(Current average)"
199021,"Few Trips a Year
(Traveling rarely)"
375890,"Avr|Feb Companion
(Less travel on feb)"
785114,"Winter Traveler
(December with someone)"
875657,"Moderate travelers
(Current average)"
742359,No Traveler
877595,"Avr|Point Acumulator
(No companions)"
470738,"Avr|Jan Companion
(Less travel on jan)"
219714,"Avr|Jan Companion
(Less travel on jan)"
411094,"Avr|Oct Companion
(Less travel on oct)"
824917,"Avr|Jun Companion
(Less travel on jun)"
109660,"Avr|Feb Companion
(Less travel on feb)"
202358,"Avr|Dec Companion
(Less travel on dec)"
924132,"Moderate travelers
(Current average)"
177518,"Avr|Jun Companion
(Less travel on jun)"
304824,No Traveler
677322,"Avr|Feb Companion
(Less travel on feb)"
817066,"Avr|Point Acumulator
(No companions)"
237018,"Avr|May Companion
(Less travel on may)"
719576,No Traveler
579890,"Avr|Feb Companion
(Less travel on feb)"
855922,"Avr|Dec Companion
(Less travel on dec)"
386790,"Avr|Mar Companion
(Less travel on mar)"
441670,"Winter Traveler
(December with someone)"
455651,"Moderate travelers
(Current average)"
488549,"Avr|Mar Companion
(Less travel on mar)"
626542,"Avr|Dec Companion
(Less travel on dec)"
854077,"Avr|Mar Companion
(Less travel on mar)"
854704,"Avr|Jun Companion
(Less travel on jun)"
310396,"Avr|Point Acumulator
(No companions)"
319469,"Avr|Jun Companion
(Less travel on jun)"
957419,"Avr|Jun Companion
(Less travel on jun)"
201276,"Holiday traveler
(summer companions, winter alone)"
949612,No Traveler
765481,"Avr|Jan Companion
(Less travel on jan)"
325935,"Holiday traveler
(summer companions, winter alone)"
982969,"Avr|Point Acumulator
(No companions)"
293496,"Avr|Jun Companion
(Less travel on jun)"
501552,"Avr|Point Acumulator
(No companions)"
515049,"Avr|Dec Companion
(Less travel on dec)"
641384,"Avr|Oct Companion
(Less travel on oct)"
734801,"Avr|Oct Companion
(Less travel on oct)"
833683,"Avr|Jan Companion
(Less travel on jan)"
880849,"Avr|Point Acumulator
(No companions)"
960708,"Avr|Point Acumulator
(No companions)"
247607,"Moderate travelers
(Current average)"
390350,"Avr|Feb Companion
(Less travel on feb)"
924089,"Avr|Feb Companion
(Less travel on feb)"
410702,"Avr|Oct Companion
(Less travel on oct)"
937484,"Few Trips a Year
(Traveling rarely)"
548335,"Avr|Dec Companion
(Less travel on dec)"
567805,No Traveler
631801,"Winter Traveler
(December with someone)"
921392,No Traveler
502848,"Avr|Feb Companion
(Less travel on feb)"
195150,"Avr|Point Acumulator
(No companions)"
396997,"Avr|Point Acumulator
(No companions)"
904802,"Few Trips a Year
(Traveling rarely)"
129030,"Avr|May Companion
(Less travel on may)"
329039,"Avr|Oct Companion
(Less travel on oct)"
521576,"Avr|Nov Companion
(Less travel on nov)"
111329,"Moderate travelers
(Current average)"
454327,"Avr|Oct Companion
(Less travel on oct)"
747395,"Avr|May Companion
(Less travel on may)"
989816,"Avr|May Companion
(Less travel on may)"
131893,"Avr|Feb Companion
(Less travel on feb)"
900894,"Avr|Feb Companion
(Less travel on feb)"
277367,"Avr|Mar Companion
(Less travel on mar)"
807152,"Avr|Oct Companion
(Less travel on oct)"
354464,"Avr|Point Acumulator
(No companions)"
359360,"Avr|Nov Companion
(Less travel on nov)"
606060,"Avr|Oct Companion
(Less travel on oct)"
997439,"Avr|Jun Companion
(Less travel on jun)"
113831,"Avr|Jan Companion
(Less travel on jan)"
643854,"Moderate travelers
(Current average)"
858352,"Avr|Point Acumulator
(No companions)"
133608,"Avr|Point Acumulator
(No companions)"
224924,"Avr|Oct Companion
(Less travel on oct)"
205505,"Avr|Feb Companion
(Less travel on feb)"
305102,"Avr|Nov Companion
(Less travel on nov)"
369000,"Avr|Nov Companion
(Less travel on nov)"
837175,"Avr|Feb Companion
(Less travel on feb)"
632638,"Avr|Point Acumulator
(No companions)"
876757,"Avr|Feb Companion
(Less travel on feb)"
187161,"Few Trips a Year
(Traveling rarely)"
948145,"Avr|Jan Companion
(Less travel on jan)"
133518,"Avr|Nov Companion
(Less travel on nov)"
716750,"Avr|Mar Companion
(Less travel on mar)"
671368,"Avr|Mar Companion
(Less travel on mar)"
877242,"Avr|Point Acumulator
(No companions)"
975613,"Few Trips a Year
(Traveling rarely)"
130419,"Avr|Point Acumulator
(No companions)"
454663,"Avr|Oct Companion
(Less travel on oct)"
523194,"Few Trips a Year
(Traveling rarely)"
628211,"Avr|Jun Companion
(Less travel on jun)"
690984,"Winter Traveler
(December with someone)"
871124,"Avr|Mar Companion
(Less travel on mar)"
890882,"Winter Traveler
(December with someone)"
311556,"Avr|Feb Companion
(Less travel on feb)"
969732,"Avr|Mar Companion
(Less travel on mar)"
866242,"Avr|Nov Companion
(Less travel on nov)"
821137,"Avr|Point Acumulator
(No companions)"
495787,"Avr|Dec Companion
(Less travel on dec)"
836706,"Avr|Dec Companion
(Less travel on dec)"
494284,"Avr|Nov Companion
(Less travel on nov)"
156355,"Winter Traveler
(December with someone)"
521653,"Avr|Point Acumulator
(No companions)"
412203,"Avr|Feb Companion
(Less travel on feb)"
603968,"Avr|Nov Companion
(Less travel on nov)"
485300,No Traveler
904992,"Winter Traveler
(December with someone)"
213813,"Avr|Point Acumulator
(No companions)"
556982,"Avr|Feb Companion
(Less travel on feb)"
213113,"Avr|Point Acumulator
(No companions)"
355908,"Avr|Nov Companion
(Less travel on nov)"
138369,"Avr|Mar Companion
(Less travel on mar)"
845994,"Avr|Feb Companion
(Less travel on feb)"
811959,No Traveler
568172,"Avr|Nov Companion
(Less travel on nov)"
971670,No Traveler
336139,"Avr|Point Acumulator
(No companions)"
750454,"Few Trips a Year
(Traveling rarely)"
655082,"Avr|Jan Companion
(Less travel on jan)"
206773,"Avr|Jun Companion
(Less travel on jun)"
214639,"Avr|Mar Companion
(Less travel on mar)"
543456,No Traveler
451711,No Traveler
998934,"Avr|Dec Companion
(Less travel on dec)"
795512,"Avr|Mar Companion
(Less travel on mar)"
116897,No Traveler
715689,"Avr|Jun Companion
(Less travel on jun)"
865066,"Few Trips a Year
(Traveling rarely)"
305556,No Traveler
970964,"Avr|Point Acumulator
(No companions)"
654941,"Avr|Jan Companion
(Less travel on jan)"
746402,"Avr|Point Acumulator
(No companions)"
460629,"Moderate travelers
(Current average)"
768354,"Avr|Feb Companion
(Less travel on feb)"
238640,"Holiday traveler
(summer companions, winter alone)"
745908,"Avr|Jan Companion
(Less travel on jan)"
360537,"Avr|Feb Companion
(Less travel on feb)"
679253,"Few Trips a Year
(Traveling rarely)"
386825,"Avr|May Companion
(Less travel on may)"
583252,"Avr|Mar Companion
(Less travel on mar)"
568171,"Avr|Dec Companion
(Less travel on dec)"
885848,"Moderate travelers
(Current average)"
734938,"Few Trips a Year
(Traveling rarely)"
780973,"Avr|Feb Companion
(Less travel on feb)"
128633,"Avr|Point Acumulator
(No companions)"
511588,"Avr|Dec Companion
(Less travel on dec)"
536577,"Avr|Mar Companion
(Less travel on mar)"
580068,"Few Trips a Year
(Traveling rarely)"
661088,"Avr|Feb Companion
(Less travel on feb)"
114553,"Avr|Jan Companion
(Less travel on jan)"
736829,"Avr|Jan Companion
(Less travel on jan)"
737940,"Avr|Point Acumulator
(No companions)"
189294,No Traveler
349638,"Avr|Jun Companion
(Less travel on jun)"
577386,"Avr|Point Acumulator
(No companions)"
504663,No Traveler
756929,"Avr|Mar Companion
(Less travel on mar)"
782485,"Avr|Jun Companion
(Less travel on jun)"
196016,"Avr|May Companion
(Less travel on may)"
604077,No Traveler
520137,"Avr|Jan Companion
(Less travel on jan)"
692151,"Avr|Mar Companion
(Less travel on mar)"
188033,"Avr|May Companion
(Less travel on may)"
634185,"Avr|Feb Companion
(Less travel on feb)"
374881,"Avr|Oct Companion
(Less travel on oct)"
800800,"Avr|Feb Companion
(Less travel on feb)"
676622,"Avr|Jan Companion
(Less travel on jan)"
894175,"Avr|Point Acumulator
(No companions)"
492789,"Avr|Mar Companion
(Less travel on mar)"
586164,"Avr|Point Acumulator
(No companions)"
243557,"Avr|Point Acumulator
(No companions)"
422436,No Traveler
295884,"Avr|Nov Companion
(Less travel on nov)"
845319,"Avr|Jan Companion
(Less travel on jan)"
440618,"Avr|Point Acumulator
(No companions)"
299585,"Avr|Dec Companion
(Less travel on dec)"
540796,"Few Trips a Year
(Traveling rarely)"
771872,"Few Trips a Year
(Traveling rarely)"
883489,"Avr|Nov Companion
(Less travel on nov)"
945761,"Few Trips a Year
(Traveling rarely)"
958709,"Avr|Jun Companion
(Less travel on jun)"
465692,"Avr|Jun Companion
(Less travel on jun)"
586711,"Avr|Point Acumulator
(No companions)"
555001,"Avr|Feb Companion
(Less travel on feb)"
196442,"Avr|Mar Companion
(Less travel on mar)"
650486,"Avr|Point Acumulator
(No companions)"
830385,"Avr|Jan Companion
(Less travel on jan)"
627485,"Avr|Oct Companion
(Less travel on oct)"
467510,"Avr|Nov Companion
(Less travel on nov)"
766530,"Avr|Oct Companion
(Less travel on oct)"
131997,"Avr|Mar Companion
(Less travel on mar)"
174669,"Winter Traveler
(December with someone)"
999891,No Traveler
645566,"Moderate travelers
(Current average)"
675457,"Avr|Feb Companion
(Less travel on feb)"
122858,No Traveler
127946,"Moderate travelers
(Current average)"
474945,"Avr|Feb Companion
(Less travel on feb)"
509965,"Moderate travelers
(Current average)"
669812,"Avr|May Companion
(Less travel on may)"
695965,No Traveler
925819,"Avr|Oct Companion
(Less travel on oct)"
941865,"Avr|Nov Companion
(Less travel on nov)"
793645,"Avr|Mar Companion
(Less travel on mar)"
445839,"Avr|Nov Companion
(Less travel on nov)"
708555,No Traveler
159960,"Avr|May Companion
(Less travel on may)"
963541,"Holiday traveler
(summer companions, winter alone)"
218383,"Avr|Point Acumulator
(No companions)"
696577,"Avr|Mar Companion
(Less travel on mar)"
602783,"Avr|Jan Companion
(Less travel on jan)"
575612,"Moderate travelers
(Current average)"
196467,"Avr|May Companion
(Less travel on may)"
838885,"Avr|Jun Companion
(Less travel on jun)"
444022,"Avr|Point Acumulator
(No companions)"
838784,"Few Trips a Year
(Traveling rarely)"
701803,"Avr|Jun Companion
(Less travel on jun)"
802797,"Avr|Point Acumulator
(No companions)"
832431,"Avr|May Companion
(Less travel on may)"
157712,"Avr|Jun Companion
(Less travel on jun)"
381307,"Moderate travelers
(Current average)"
562661,No Traveler
209134,No Traveler
121410,"Avr|Oct Companion
(Less travel on oct)"
668599,"Holiday traveler
(summer companions, winter alone)"
195419,"Avr|Oct Companion
(Less travel on oct)"
198625,"Avr|Oct Companion
(Less travel on oct)"
261426,No Traveler
435049,"Moderate travelers
(Current average)"
789797,"Avr|Jun Companion
(Less travel on jun)"
898587,No Traveler
122577,"Avr|Nov Companion
(Less travel on nov)"
197320,"Avr|Dec Companion
(Less travel on dec)"
776613,"Avr|Jan Companion
(Less travel on jan)"
249408,"Holiday traveler
(summer companions, winter alone)"
582929,"Avr|May Companion
(Less travel on may)"
122049,"Avr|May Companion
(Less travel on may)"
559362,"Avr|Point Acumulator
(No companions)"
785223,"Moderate travelers
(Current average)"
197514,"Avr|Feb Companion
(Less travel on feb)"
539144,"Avr|Jun Companion
(Less travel on jun)"
803586,"Winter Traveler
(December with someone)"
561933,No Traveler
475690,"Avr|Jun Companion
(Less travel on jun)"
744778,"Avr|Feb Companion
(Less travel on feb)"
612060,"Avr|Jun Companion
(Less travel on jun)"
859508,"Few Trips a Year
(Traveling rarely)"
261780,"Avr|Dec Companion
(Less travel on dec)"
482938,No Traveler
944093,"Avr|Dec Companion
(Less travel on dec)"
796099,"Avr|Point Acumulator
(No companions)"
807074,No Traveler
530206,"Avr|May Companion
(Less travel on may)"
915287,No Traveler
471188,"Avr|Mar Companion
(Less travel on mar)"
454041,"Moderate travelers
(Current average)"
220806,"Avr|Dec Companion
(Less travel on dec)"
789190,"Avr|Feb Companion
(Less travel on feb)"
925198,No Traveler
984798,"Avr|Point Acumulator
(No companions)"
311619,"Avr|Jun Companion
(Less travel on jun)"
545744,"Avr|May Companion
(Less travel on may)"
438875,"Few Trips a Year
(Traveling rarely)"
898149,"Winter Traveler
(December with someone)"
537829,No Traveler
747315,"Avr|Oct Companion
(Less travel on oct)"
496759,"Moderate travelers
(Current average)"
686223,No Traveler
904974,No Traveler
215089,"Avr|Nov Companion
(Less travel on nov)"
437545,"Avr|Jan Companion
(Less travel on jan)"
987171,"Avr|Jan Companion
(Less travel on jan)"
152148,"Avr|Jan Companion
(Less travel on jan)"
932363,No Traveler
808721,"Avr|Nov Companion
(Less travel on nov)"
155488,"Avr|Feb Companion
(Less travel on feb)"
969483,"Avr|May Companion
(Less travel on may)"
948591,"Avr|May Companion
(Less travel on may)"
548752,"Avr|Mar Companion
(Less travel on mar)"
818567,"Avr|Feb Companion
(Less travel on feb)"
190149,"Avr|Dec Companion
(Less travel on dec)"
563587,"Avr|Nov Companion
(Less travel on nov)"
264107,"Avr|May Companion
(Less travel on may)"
211217,"Holiday traveler
(summer companions, winter alone)"
169857,"Avr|May Companion
(Less travel on may)"
482351,"Holiday traveler
(summer companions, winter alone)"
793094,"Avr|Oct Companion
(Less travel on oct)"
848562,"Avr|Point Acumulator
(No companions)"
330779,"Avr|Mar Companion
(Less travel on mar)"
687962,"Avr|Dec Companion
(Less travel on dec)"
450205,"Avr|May Companion
(Less travel on may)"
100727,"Avr|Nov Companion
(Less travel on nov)"
363866,"Few Trips a Year
(Traveling rarely)"
743241,"Avr|Mar Companion
(Less travel on mar)"
701645,No Traveler
435358,No Traveler
686371,"Winter Traveler
(December with someone)"
464105,"Moderate travelers
(Current average)"
152681,"Avr|Jan Companion
(Less travel on jan)"
367492,"Avr|Jun Companion
(Less travel on jun)"
568734,"Avr|Mar Companion
(Less travel on mar)"
883056,No Traveler
352617,"Few Trips a Year
(Traveling rarely)"
131956,No Traveler
395912,"Avr|Dec Companion
(Less travel on dec)"
572045,No Traveler
575030,"Avr|Jun Companion
(Less travel on jun)"
211715,No Traveler
554761,"Moderate travelers
(Current average)"
566165,"Avr|Oct Companion
(Less travel on oct)"
124195,No Traveler
400079,"Moderate travelers
(Current average)"
946172,"Avr|Feb Companion
(Less travel on feb)"
957901,"Few Trips a Year
(Traveling rarely)"
995142,"Avr|Dec Companion
(Less travel on dec)"
157879,"Holiday traveler
(summer companions, winter alone)"
441741,"Avr|Dec Companion
(Less travel on dec)"
461354,"Winter Traveler
(December with someone)"
582690,"Avr|Oct Companion
(Less travel on oct)"
751990,"Avr|Oct Companion
(Less travel on oct)"
743121,"Avr|Dec Companion
(Less travel on dec)"
773805,"Moderate travelers
(Current average)"
166953,"Avr|Mar Companion
(Less travel on mar)"
235428,"Avr|Oct Companion
(Less travel on oct)"
238556,"Avr|Dec Companion
(Less travel on dec)"
657946,No Traveler
839362,"Moderate travelers
(Current average)"
938719,No Traveler
978130,"Avr|Mar Companion
(Less travel on mar)"
707470,"Avr|Dec Companion
(Less travel on dec)"
950445,"Avr|Nov Companion
(Less travel on nov)"
140768,"Avr|Feb Companion
(Less travel on feb)"
857845,"Avr|Nov Companion
(Less travel on nov)"
193928,"Avr|Oct Companion
(Less travel on oct)"
755070,"Avr|Dec Companion
(Less travel on dec)"
801338,"Avr|Mar Companion
(Less travel on mar)"
274354,"Avr|May Companion
(Less travel on may)"
834571,"Avr|Point Acumulator
(No companions)"
206871,"Avr|Nov Companion
(Less travel on nov)"
242789,"Avr|Jan Companion
(Less travel on jan)"
958791,"Avr|Dec Companion
(Less travel on dec)"
134760,"Avr|Point Acumulator
(No companions)"
874612,"Few Trips a Year
(Traveling rarely)"
283290,"Avr|Nov Companion
(Less travel on nov)"
616447,"Winter Traveler
(December with someone)"
653851,"Winter Traveler
(December with someone)"
929980,"Avr|Dec Companion
(Less travel on dec)"
810448,"Moderate travelers
(Current average)"
959728,"Winter Traveler
(December with someone)"
515444,No Traveler
953784,"Holiday traveler
(summer companions, winter alone)"
536186,"Moderate travelers
(Current average)"
390874,"Avr|Nov Companion
(Less travel on nov)"
509909,"Few Trips a Year
(Traveling rarely)"
923560,"Moderate travelers
(Current average)"
421001,"Avr|Point Acumulator
(No companions)"
917610,"Avr|Mar Companion
(Less travel on mar)"
285579,"Avr|Point Acumulator
(No companions)"
769976,"Moderate travelers
(Current average)"
837705,"Avr|May Companion
(Less travel on may)"
614164,"Avr|Oct Companion
(Less travel on oct)"
944261,"Avr|Jan Companion
(Less travel on jan)"
432564,No Traveler
653354,No Traveler
750162,No Traveler
757047,"Avr|Point Acumulator
(No companions)"
808005,"Avr|Jun Companion
(Less travel on jun)"
614246,"Moderate travelers
(Current average)"
103731,"Avr|Point Acumulator
(No companions)"
453578,No Traveler
771035,"Avr|Feb Companion
(Less travel on feb)"
893427,"Few Trips a Year
(Traveling rarely)"
232609,"Avr|Mar Companion
(Less travel on mar)"
191057,"Few Trips a Year
(Traveling rarely)"
844152,"Avr|Dec Companion
(Less travel on dec)"
460929,"Avr|Jun Companion
(Less travel on jun)"
630209,"Avr|Nov Companion
(Less travel on nov)"
219043,"Avr|Mar Companion
(Less travel on mar)"
537711,"Avr|May Companion
(Less travel on may)"
